"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10"
100;100;100;100;100;100;100;100;100;100
101,55799333154;100,171983086155;100,454286546036;99,0573615445254;97,9458830568913;101,269442292306;99,4571291583845;98,1920560317271;97,8375382699033;101,274318591779
98,4181010044782;99,688241792402;100,512404972833;96,7884366216816;103,970535729768;93,1297662385082;93,6485072529617;93,9310168496098;103,007915796999;100,451519263486
99,2695960723301;100,176291574183;103,825064301561;97,0595153585759;98,7323802721919;90,4189816177576;98,8368207940617;95,0234156586141;102,659145684921;92,7153309894868
104,137807712027;100,701712627675;99,4354706582756;95,9937292441289;89,8706522025901;92,7004511990843;96,5086040678319;97,894154473016;100,472172847954;94,904530081191
106,642035188632;102,088307295773;98,0685879467456;99,3695928595577;89,839637370829;95,0626110112073;96,8597415839402;98,7632810131608;96,5450402448367;97,5280404566363
106,437698769761;104,682894752614;95,1677974349636;101,998855763004;94,9679100396185;91,2551853588392;97,0410733823969;96,5658664502022;95,3294246800016;94,1681268131226
104,7745009843;101,060695999407;97,2145012275281;103,245994799929;91,682647978233;96,7211893511732;100,567151011706;96,2983724673224;97,2233734427737;96,4921384041312
107,202104252321;102,511956971408;99,2499000777325;102,756414122337;88,2275806749656;98,3656517382469;99,7320153507186;98,5711525083394;96,3968645879076;97,8772685749389
111,885009818034;103,141332103048;101,066920857921;102,406848222898;93,5851622852107;102,77258668203;97,0884854466457;99,940413147281;93,7046965001477;101,128563020764
105,597867719875;101,249245693831;103,203413149215;101,247223679969;96,43123301364;107,934691565149;97,3167533670812;107,550477898521;96,2275212259483;97,5469346158262
102,59839698798;96,9930114593184;105,811108221354;96,8364321533063;98,270428531842;112,697871350704;93,6813486731344;102,690255914293;91,9566007840359;99,0772687458098
100,687181494855;101,961868088641;103,131014247911;101,298818348586;99,26409421862;112,268936268624;95,0446699732732;99,4771191874865;92,2425777970133;94,0770682868038
99,0039620056929;101,865938967021;102,574535043712;103,118134133254;98,8082795761081;114,018249983468;98,3413399982949;100,318546483066;89,9298441560528;101,614974028862
93,7812363554832;101,292327664657;97,3099646021457;102,460668166046;106,327827610345;112,194646152833;97,3584429065155;102,519578944669;92,2972666674573;100,502642362261
97,1786765779505;92,2886202656962;94,5283937595234;100,723404354166;107,150596234664;116,207540116546;100,612847215199;108,630243967606;94,2096022547001;98,5487911163648
98,3081912269805;96,5451975405094;95,9281603696225;97,6075876720904;98,9030256158531;114,878171440533;103,326757691126;109,046687783016;90,8415428336945;106,03675073143
96,2619562121236;92,1947226509977;95,1121555629459;91,4278483510506;98,2729927884068;116,587594247771;103,292651847722;102,807708496679;89,2499238874544;107,537778892563
100,685060715738;92,180114973038;92,4859366299137;93,1099343965053;95,9538096116598;118,734828169062;98,9129171007663;104,215864582563;87,8675336794707;113,649283939525
97,7289632921976;93,5894783729298;95,1278498211063;94,9327266858683;101,023427206003;118,790295274697;105,535833006544;107,784897271506;83,3530684315869;123,635994228565
97,1496060338908;92,4028487667443;87,4034691208037;93,5668843225827;98,815269405101;115,049865311538;106,692141258643;111,83321586232;78,2699956718287;127,024169779096
102,730400259022;91,6378666949038;87,3476976600685;97,9216994151883;97,0733009620711;110,653016463042;110,819381935045;112,59295465035;77,2642774874551;123,353005413589
102,003466158791;88,5517508016617;81,5393047086614;99,6589557564994;97,7664495087088;114,110948455617;113,787159649137;112,359299394257;79,9987123801458;125,421390185529
102,528984678908;94,6909210204073;83,4051616916729;98,2180557931621;95,9221090568754;112,333786814568;108,934632458941;117,346315261389;82,0579447316782;122,934215573069
100,236668678657;96,92011378108;84,7689292601206;99,3366035638479;98,6900563943966;119,870207514856;112,765629300969;115,872163645985;86,0525448493313;128,464500476212
103,618072745353;94,4269654040851;83,291593832429;98,2420910797504;99,8014348713983;113,933770620775;104,292325348948;117,187112979489;84,4722728678253;124,84309322866
104,234758579829;94,5650036537678;84,2051314590742;97,6257475488955;98,0169341042879;116,156043026249;103,665573446218;119,242172981236;90,7699768496515;121,480850191567
105,970187566712;94,8794376632956;91,1760982416176;102,754898524033;98,8980757558724;115,48472060414;102,543244170908;119,129447573233;91,9393483760493;118,286651333261
109,013464509497;98,4446419059217;89,8653622616611;103,910399252439;98,6203074747991;114,804230418842;96,7892054609614;115,986420720837;92,2471621020262;118,197440650896
110,154457772209;93,1754192359523;86,6644205010158;106,693251338919;97,6731205249246;112,348681369295;102,209098133987;109,179180675647;92,5727689007915;118,72819848595
113,436122897304;90,9109986261255;78,8552886021875;105,803312302768;96,5247719916004;115,593599466923;100,30519307245;106,78979341741;92,5867837279903;125,899322855043
114,872544326074;98,5996385910671;80,3886828191827;101,070691448674;92,3036474311153;113,356460998975;102,08247491594;103,473296090671;85,9426648999385;126,079605679989
107,753833016877;92,5174286930179;79,7720061674645;108,949804586477;90,1481502913301;113,139438995765;97,9845627742652;103,083896288117;89,9098208209776;122,411108998997
105,207436345987;101,619403336809;78,5105951835793;107,032576950422;92,052673964435;111,475158042888;92,9450943413354;105,509915584305;85,7468252314988;123,95376476689
107,641409198295;106,997627558508;83,2270013689963;107,089999439019;96,2765095823716;106,800898932558;98,9739123150864;102,556791353521;84,3325627505956;123,705113274785
107,900529363277;108,46992516797;84,3104670652053;103,624664424119;99,7967664182723;102,119507458764;96,6063828960663;102,94162920488;83,6910253620104;123,423833396439
109,300533858406;105,579821987418;86,468743301955;103,656072827514;106,380760239758;105,871528514631;93,8446811540637;108,50681707931;83,9457101216185;129,272930249551
98,8906020018951;101,423604008998;86,0113453827371;100,635785012909;112,202766014272;108,699987705968;95,2934422556127;104,839094254193;81,5504266573876;126,810273530247
98,3088764426303;100,989383605068;84,3550494295467;99,4924313845078;114,272476046074;105,680711209102;95,7805496001698;107,225678983618;83,1721004097505;122,394463149649
96,9118109145971;97,0988763109739;81,6920416637666;103,243216635762;116,021073734901;100,577692775927;94,7462245325018;103,212667574501;86,6002985490878;120,067906497573
100,079728427186;102,085698608567;83,413180357519;105,013020206596;110,132265855091;96,5981688543026;93,137906024158;98,8300074638451;90,6651315307219;126,550364792968
98,8884998983416;99,8966386531549;83,6533873379849;107,268393239388;113,959518654995;95,6543422180926;90,1467233390458;96,7792999425281;92,7954473387927;118,638563105047
95,8153809138548;100,121176362401;84,5650287548398;107,979134040639;119,446698597773;100,81109361664;88,1311878166582;94,8749649661039;89,3140064351732;118,083335722797
93,4176995505756;90,4618979733127;88,7985053702089;109,637113042819;109,539675448971;102,047704610966;90,4195477545226;93,8421268826811;89,1715458699785;121,617645953181
90,6482902825803;91,831284672135;92,7119676152348;104,780058311897;112,209065168044;103,550119074035;83,7273392433358;88,0098904832467;95,0537350438955;121,368258857736
87,1938266454208;91,2068602927868;98,5213050415664;103,51419331366;117,625034445277;104,462953911523;86,7011892069791;88,4539002675622;95,4310012655807;123,052423137802
93,8254179208365;90,4110367993168;98,2675205860179;103,351514636367;114,880799454745;102,981306269397;90,6484164290999;91,447739867318;99,6397036190183;122,926457602043
92,1903384960356;88,9672996420909;92,0987985959217;102,045938161016;117,539015626781;110,977017605576;89,4964154299478;92,5247488221625;99,3461995908309;122,028746175853
92,5214253202446;92,93594275353;88,8807483247866;103,911436586688;110,280637210659;111,936305479508;90,5454512142004;89,5608697065399;99,9335715131249;119,422725381869
91,9945894696647;93,6292199206344;84,7265474285697;103,981195110699;114,728899118169;106,489212772981;87,11648551153;87,209715823093;92,4522076023407;120,709728265448
90,5702663466218;93,9718502042079;87,0169409272205;101,115883200834;114,043723886324;117,132971415094;85,9843921646996;93,6799073455412;84,7154675374727;122,091348195453
95,970844531356;92,3622889457322;78,5026966344403;102,284604372179;113,577862285386;122,571698679198;92,936920970921;92,9041249690741;85,9863307398119;121,859332956303
101,99183020259;95,8933339686287;80,0670507683674;103,725601582057;111,082791670663;123,921776280679;98,3007382180221;96,0537537388551;84,2684399445221;122,14870325524
98,4971576869449;104,255132689561;76,6374831273086;107,214246823832;110,850715340252;124,016502436537;103,25926842646;94,4093099066453;84,7078484785439;122,167078453667
105,127001796578;103,615550365792;75,9645410349215;102,900886263336;111,469818018998;123,048641714315;108,051305055099;88,0644676186897;87,1657407867234;122,769214935438
102,436413963723;107,962234907117;75,3598202773611;103,065108481449;115,526257985074;127,131107882612;112,044250377863;87,5930211456538;81,5797278806892;118,004040376709
108,295176756551;103,580536917349;77,0029021900954;95,3117230823852;125,134253307899;116,34418894469;105,864292920057;82,7675488416502;80,0974440684631;123,527077691405
110,270645463928;101,477735480995;77,1106045053661;96,1332642207005;124,528992198044;112,949843167814;108,30280462519;83,2503942280364;81,3065516423431;119,888286541861
105,073437078923;106,122923852093;76,6303910356276;101,90566305468;119,853747006693;104,930370496765;109,452960061895;82,849243980897;81,2081432667586;117,862396901133
105,149394212933;101,247353438438;76,2648060141261;100,384134887277;118,573455164428;99,1845449521831;112,521662812999;83,2041341977129;88,3296844442648;113,975013778417
104,834388207236;96,6446676790213;79,5357030182064;93,9686391622321;107,298843285029;92,4768106361579;107,830446749801;86,2288561056294;86,5065776841055;119,609651707015
109,092693504939;101,048930744595;79,8739551083557;91,9949762007418;106,162449200609;93,5082957075354;100,285553241091;89,1390900336954;90,1655749717134;123,01469213253
115,567698067507;100,361038280065;76,1576403050584;92,6013965062473;104,618445249422;100,26172777308;99,828097562846;90,1705403159013;94,582481384177;128,965501739986
113,744882376998;97,1964608721007;76,566774085655;89,8049532499648;100,888914899176;97,6351337538171;101,386508033214;87,1892027856172;98,7171405944097;127,006982153836
113,00464624232;98,7202075262265;78,4233461681246;89,1850140272742;103,702146904976;97,1143303348862;103,611988661031;92,8177338971245;100,390944767193;122,138395883244
112,712322412719;97,6388726787633;78,87310561396;93,7168519905266;108,958999374763;97,8805768540554;102,128619687435;90,0853689024007;100,197343353996;119,294035529754
111,820866895652;97,42784946058;77,7286437640114;95,5942402758556;117,114700396733;94,4994600559935;106,548610494737;86,9846599532112;104,184132695849;113,722879349133
110,845232601858;95,9997199321844;75,6628225616893;101,244196590044;117,888199765487;95,0205607907889;112,159196448451;85,3335872558321;101,201084376182;112,718697498317
104,53192148496;97,0767553345214;79,8665691586966;101,164760725387;123,850507497313;98,1205243561983;110,461754243147;89,081652533554;95,4725531768241;118,714394955502
101,443099477332;97,3712490878136;78,4080107205226;101,685129116162;127,658855189751;94,4448206933665;118,81249850113;92,5004290160456;92,2913831495256;117,852747214394
97,6180049901456;93,7656271003361;76,673930755241;100,606705940412;133,777207295866;95,033947677083;104,651004887712;93,6904179598129;88,4629169948454;120,331973145405
93,3881436794876;94,4426056992371;75,7733607702302;99,9726514608694;127,857142293726;98,0496591268603;110,087060800576;84,8694317610286;90,5988283197167;121,793401044608
92,5148590559675;97,011751454517;75,9775219037141;90,4033364635406;128,457099244475;97,5934577370504;106,581612171261;85,4264329540825;91,6956236555433;123,233346992931
91,5320412630111;98,2993853687069;79,701499577939;92,7716601361968;127,097438797254;93,2716366218018;108,636061228604;83,8328066727396;88,5937138334495;121,866792246994
91,1357916127442;98,7123638243738;78,1007807317929;96,7557950600739;128,387356681457;94,076103200252;104,561101930053;84,7169637233366;89,4418614030565;117,324632980319
